_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
14925,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14926,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14927,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14928,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14946,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14929,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14930,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14931,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14932,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14933,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14934,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14935,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14936,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2021-01-20T00:04:59,v0.1.0
14937,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14938,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14939,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14940,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14941,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14942,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14943,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14944,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14945,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14947,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14948,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14949,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2021-01-20T00:04:59,v0.1.0
14950,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14951,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14952,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14953,short-term-rentals-registration,1,0.92,1,0.75,0.75,0.83,0.81,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14954,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14955,solid-waste-pickup-schedule,1,1,1,0.39,1,0.81,0.77,Silver,Silver,2021-01-20T00:04:59,v0.1.0
14956,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-01-20T00:04:59,v0.1.0
14957,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14958,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14959,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.54,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14960,street-furniture-litter-receptacle,1,0.75,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14961,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14962,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14963,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14964,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14965,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14966,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2021-01-20T00:04:59,v0.1.0
14967,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2021-01-20T00:04:59,v0.1.0
14968,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14969,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14970,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14971,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14972,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14973,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14974,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14975,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14976,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14977,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14978,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.35,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14979,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14980,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14981,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14982,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14983,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14984,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14985,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14986,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14987,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14988,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14989,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14990,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14991,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14992,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-01-20T00:04:59,v0.1.0
14993,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2021-01-21T00:04:55,v0.1.0
14994,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
14995,annual-summary-of-reportable-communicable-diseases,1,0.98,0.74,0.25,0.69,0.61,0.42,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
14996,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2021-01-21T00:04:55,v0.1.0
14997,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.76,Silver,Silver,2021-01-21T00:04:55,v0.1.0
14998,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
14999,automated-speed-enforcement-locations,1,1,1,0.75,0.83,0.88,0.89,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15000,bicycle-parking-bike-stations-indoor,1,0.73,1,0.12,0.81,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15001,bicycle-parking-high-capacity-outdoor,1,0.7,1,0.12,0.83,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15002,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15003,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15004,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15005,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15006,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15007,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15008,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15009,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15010,building-permits-signs,1,0.95,1,0.12,1,0.78,0.71,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15011,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15012,business-improvement-areas,1,0.69,1,0.12,0.72,0.64,0.47,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15013,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15014,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15015,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15016,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15017,city-wards,1,0.64,1,0.12,0.71,0.63,0.45,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15018,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15019,clothing-drop-box-locations,1,0.87,1,0.84,0.99,0.94,1,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15020,community-council-boundaries,1,0.67,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15021,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15022,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15023,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15024,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.75,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15025,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.91,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15026,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15027,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15028,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15029,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15030,earlyon-child-and-family-centres,1,1,1,0.68,0.74,0.82,0.79,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15031,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15032,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15033,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15034,fire-hydrants,1,1,0.75,0.12,0.83,0.68,0.53,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15035,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15036,former-municipality-boundaries,1,0.69,0,0.12,0.8,0.49,0.2,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15037,highrise-residential-fire-inspection-results,1,0.47,0.5,0.38,0.53,0.52,0.24,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15038,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15039,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15040,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0,0.12,0.69,0.45,0.13,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15041,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15042,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15043,mbncanada-performance-measures,1,0.95,1,0.62,0.79,0.78,0.72,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15044,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15045,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15046,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.78,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15047,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15048,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15049,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15050,neighbourhoods,1,0.62,0,0.12,0.83,0.5,0.21,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15051,on-street-permit-parking-area-maps,1,0.28,1,0.12,0.6,0.55,0.3,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15052,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15053,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15054,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15055,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15056,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15057,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15058,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15059,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15060,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15061,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15062,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15063,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15064,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15065,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15066,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15067,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15068,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15069,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15070,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15071,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15072,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15073,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15074,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15075,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15076,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15077,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15078,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15079,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15080,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15081,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15082,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15083,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15084,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15085,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15086,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15087,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15088,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15089,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15090,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15091,short-term-rentals-registration,1,0.92,1,0.75,0.75,0.83,0.81,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15092,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15093,solid-waste-pickup-schedule,1,1,1,0.39,1,0.81,0.77,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15094,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-01-21T00:04:55,v0.1.0
15095,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15096,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15097,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15098,street-furniture-litter-receptacle,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15099,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15100,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15101,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15102,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15103,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15104,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15105,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2021-01-21T00:04:55,v0.1.0
15106,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15107,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15108,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15109,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15110,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15111,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15112,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15113,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15114,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15115,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15116,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.35,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15117,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15118,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15119,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15120,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15121,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
15122,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-01-21T00:04:55,v0.1.0
